FAST,BRISK,1,12.935,12.3879,0.547127
FAST,BRISK,2,12.2967,104.617,-92.3203
FAST,BRISK,3,16.9097,-4.92703,21.8367
FAST,BRISK,4,14.5878,-16.2001,30.788
FAST,BRISK,5,14.4231,5.95859,8.46446
FAST,BRISK,6,14.0064,-12.5342,26.5406
FAST,BRISK,7,13.2902,37.5165,-24.2262
FAST,BRISK,8,12.7502,3431.39,-3418.64
FAST,BRISK,9,12.4447,321.81,-309.365
FAST,BRISK,10,11.841,200.105,-188.264
FAST,BRISK,11,11.5036,-472.795,484.298
FAST,BRISK,12,10.3929,6.26605,4.12682
FAST,BRISK,13,9.74847,-65.5629,75.3114
FAST,BRISK,14,9.16878,6.88116,2.28761
FAST,BRISK,15,8.24923,-29.9019,38.1512
FAST,BRISK,16,9.10631,9.59654,-0.490235
FAST,BRISK,17,11.2678,11.5111,-0.243331
FAST,BRISK,18,8.21619,5.5454,2.67079
